id,title,url,filename,item_code,base_code,item_code_family,category,section,language,topics,year,bytes,size_human,last_modified,source_page,source_title,source_count,host,status
1549,Box 459 - Holiday Issue 2007,https://www.aa.org/sites/default/files/newsletters/en_box459_holiday07.pdf,en_box459_holiday07.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,2007,721619,704.7 KB,2021-07-15,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1550,Box 459 - Holiday Issue 2008,https://www.aa.org/sites/default/files/newsletters/en_box459_holiday08.pdf,en_box459_holiday08.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,2008,775305,757.1 KB,2021-07-15,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1551,Box 459 - Holiday Issue 2012,https://www.aa.org/sites/default/files/newsletters/en_box459_holiday12.pdf,en_box459_holiday12.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,2012,2605311,2.5 MB,2021-07-15,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1552,Box 459 - Holiday Issue 2013,https://www.aa.org/sites/default/files/newsletters/en_box459_holiday13.pdf,en_box459_holiday13.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,2013,1843990,1.8 MB,2021-07-15,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1553,Box 459 - Holiday Issue 2014,https://www.aa.org/sites/default/files/newsletters/en_box459_holiday14.pdf,en_box459_holiday14.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,2014,1567941,1.5 MB,2021-07-15,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1554,Box 459 - Holiday Issue 2015,https://www.aa.org/sites/default/files/newsletters/en_box459_holiday15.pdf,en_box459_holiday15.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,2015,970702,948.0 KB,2021-07-15,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1555,Box 459 - Holiday Issue 2016,https://www.aa.org/sites/default/files/newsletters/en_box459_holiday16.pdf,en_box459_holiday16.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,2016,2138911,2.0 MB,2021-07-15,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1556,Box 459 - Holiday Spirit Prevails in A.A.,https://www.aa.org/sites/default/files/newsletters/en_box459_holiday68.pdf,en_box459_holiday68.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,,641424,626.4 KB,2021-07-15,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1557,Box 459 - Homebound — But Not Alone or…,https://www.aa.org/sites/default/files/newsletters/en_box459_april-may02.pdf,en_box459_april-may02.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,,229428,224.1 KB,2021-07-14,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1558,"Box 459 - How About Our ""Responsibilities of Service""?",https://www.aa.org/sites/default/files/newsletters/en_box459_dec62.pdf,en_box459_dec62.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,,656560,641.2 KB,2021-07-15,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1559,Box 459 - How do A.A. Films Happen? A Behind-the-Scene Look,https://www.aa.org/sites/default/files/newsletters/en_box459_feb-mar88.pdf,en_box459_feb-mar88.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,,1869695,1.8 MB,2021-07-15,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1560,Box 459 - How Do Groups Cope With the Moving Blues?,https://www.aa.org/sites/default/files/newsletters/en_box459_oct-nov93.pdf,en_box459_oct-nov93.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,,3354182,3.2 MB,2021-07-14,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1561,Box 459 - How Good Groups Get Better,https://www.aa.org/sites/default/files/newsletters/en_box459_feb-mar72.pdf,en_box459_feb-mar72.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,,588009,574.2 KB,2021-07-15,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1562,Box 459 - How Healthy is your Group?,https://www.aa.org/sites/default/files/newsletters/en_box459_sept-oct64.pdf,en_box459_sept-oct64.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,,639890,624.9 KB,2021-07-14,https://www.aa.org/box-459,Box 459,2,www.aa.org,ok
1563,Box 459 - How L.A.'s First…,https://www.aa.org/sites/default/files/newsletters/en_box459_aug-sept02.pdf,en_box459_aug-sept02.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,,378209,369.3 KB,2021-07-14,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1564,Box 459 - How the A.A. Booklet 'Came to Believe...' Can Change Lives,https://www.aa.org/sites/default/files/newsletters/en_box459_oct-nov77.pdf,en_box459_oct-nov77.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,,1193519,1.1 MB,2021-07-14,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1565,Box 459 - How We Can All Help Carry the Message Overseas,https://www.aa.org/sites/default/files/newsletters/en_box459_dec63.pdf,en_box459_dec63.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,,573571,560.1 KB,2021-07-15,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1566,"Box 459 - Huracán Katrina — un año después""",https://www.aa.org/sites/default/files/newsletters/sp_box459_oct-nov06.pdf,sp_box459_oct-nov06.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,,161313,157.5 KB,2021-07-19,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
1567,Box 459 - Hurricane Katrina — One Year Later,https://www.aa.org/sites/default/files/newsletters/en_box459_oct-nov06.pdf,en_box459_oct-nov06.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,,10940362,10.4 MB,2021-07-14,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1568,Box 459 - I Heard It Through the….,https://www.aa.org/sites/default/files/newsletters/F-36_Box_4-5-9_Summer_2022_0.pdf,F-36_Box_4-5-9_Summer_2022_0.pdf,F-36,F-36,"Forms, Catalogs & Order Blanks",Newsletter: Box 4-5-9,Newsletters,English,Newsletter,2022,5642428,5.4 MB,2022-08-15,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1569,Box 459 - Identification Is 'The Essence of Our Common Bond',https://www.aa.org/sites/default/files/newsletters/en_box459_feb-mar97.pdf,en_box459_feb-mar97.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,,3129237,3.0 MB,2021-07-15,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1570,Box 459 - Il n'est jamais trop tard pour commencer à vivre abstinent,https://www.aa.org/sites/default/files/newsletters/fr_box459_oct-nov98_0.pdf,fr_box459_oct-nov98_0.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,,2985789,2.8 MB,2021-07-19,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
1571,"Box 459 - Ils retournent en prison – cette fois, de leur propre gré",https://www.aa.org/sites/default/files/newsletters/fr_box459_aug-sept08.pdf,fr_box459_aug-sept08.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Corrections; Newsletter,,201061,196.3 KB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
1572,Box 459 - In A.A. — November is Gratitude Month,https://www.aa.org/sites/default/files/newsletters/en_box459_oct-nov94.pdf,en_box459_oct-nov94.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,,3083191,2.9 MB,2021-07-14,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1573,"Box 459 - In Tokyo, One Alcoholic Can Now Talk With Another In Español",https://www.aa.org/sites/default/files/newsletters/en_box459_feb-mar02.pdf,en_box459_feb-mar02.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,,299158,292.1 KB,2021-07-15,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1574,Box 459 - Informa a tu grupo acerca del secreto mejor guardado de A.A. — Box 4-5-9,https://www.aa.org/sites/default/files/newsletters/sp_box459_oct-nov02.pdf,sp_box459_oct-nov02.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter; Form / Application,,92209,90.0 KB,2021-07-19,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
1575,Box 459 - Intergroup/Central Office: Then and Now,https://www.aa.org/sites/default/files/newsletters/en_box459_fall17.pdf,en_box459_fall17.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,,1876198,1.8 MB,2021-07-15,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1576,Box 459 - Intergroup/Central Offices: A.A.'s Front Line,https://www.aa.org/sites/default/files/newsletters/en_box459_aug-sept07.pdf,en_box459_aug-sept07.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,,371673,363.0 KB,2021-07-14,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1577,Box 459 - International Franciscan Award to A.A.,https://www.aa.org/sites/default/files/newsletters/en_box459_aug-sept67.pdf,en_box459_aug-sept67.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,,838495,818.8 KB,2021-07-14,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1578,Box 459 - Introducing Kleina Jones,https://www.aa.org/sites/default/files/newsletters/en_box459_july61.pdf,en_box459_july61.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,,473174,462.1 KB,2021-07-15,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1579,Box 459 - Introducing the New ‘Jacketless’ Big Book: A Solution to Better Serve the Fellowship and Carry the Message,https://www.aa.org/sites/default/files/newsletters/F-36_Box_4-5-9_Winter_2022_0.pdf,F-36_Box_4-5-9_Winter_2022_0.pdf,F-36,F-36,"Forms, Catalogs & Order Blanks",Newsletter: Box 4-5-9,Newsletters,English,Newsletter,2022,545834,533.0 KB,2023-01-12,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1580,Box 459 - Invierno 2010,https://www.aa.org/sites/default/files/newsletters/sp_box459_winter10_1.pdf,sp_box459_winter10_1.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,2010,1074199,1.0 MB,2021-07-19,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
1581,Box 459 - Invierno 2011,https://www.aa.org/sites/default/files/newsletters/sp_box459_winter11_0.pdf,sp_box459_winter11_0.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,2011,1104101,1.1 MB,2021-07-19,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
1582,Box 459 - Invierno 2012,https://www.aa.org/sites/default/files/newsletters/sp_box459_holiday12.pdf,sp_box459_holiday12.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,2012,2866272,2.7 MB,2021-07-16,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
1583,Box 459 - Invierno 2013,https://www.aa.org/sites/default/files/newsletters/sp_box459_holiday13.pdf,sp_box459_holiday13.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,2013,1749107,1.7 MB,2021-07-16,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
1584,Box 459 - Invierno 2014,https://www.aa.org/sites/default/files/newsletters/sp_box459_holiday14.pdf,sp_box459_holiday14.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,2014,961125,938.6 KB,2021-07-16,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
1585,Box 459 - Invierno 2015,https://www.aa.org/sites/default/files/newsletters/sp_box459_holiday15.pdf,sp_box459_holiday15.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,2015,848520,828.6 KB,2021-07-16,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
1586,Box 459 - Invierno 2016,https://www.aa.org/sites/default/files/newsletters/sp_box459_holiday16.pdf,sp_box459_holiday16.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,2016,1861172,1.8 MB,2021-07-16,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
1587,Box 459 - Invitación Especial del Ejército de los Estados Unidos al Dr. Norris,https://www.aa.org/sites/default/files/newsletters/sp_box459_april-may72.pdf,sp_box459_april-may72.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,,554373,541.4 KB,2021-07-15,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
1588,Box 459 - Is Your Group in Close Touch With A.A. as a Whole?,https://www.aa.org/sites/default/files/newsletters/en_box459_aug-sept78.pdf,en_box459_aug-sept78.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,,1507150,1.4 MB,2021-07-14,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1589,Box 459 - It Is Never Too Late to Start Living Sober,https://www.aa.org/sites/default/files/newsletters/en_box459_oct-nov98.pdf,en_box459_oct-nov98.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter; Sobriety,,1728256,1.6 MB,2021-07-14,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1590,Box 459 - Journée de partage au BSG — Une table bien garnie,https://www.aa.org/sites/default/files/newsletters/fr_box459_spring20.pdf,fr_box459_spring20.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,,1117857,1.1 MB,2021-07-19,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
1591,Box 459 - Joven... y Sobrio,https://www.aa.org/sites/default/files/newsletters/sp_box459_fall18.pdf,sp_box459_fall18.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,,1679249,1.6 MB,2021-07-16,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
1592,Box 459 - King-Size Sharing…,https://www.aa.org/sites/default/files/newsletters/en_box459_april-may64.pdf,en_box459_april-may64.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,,650499,635.3 KB,2021-07-14,https://www.aa.org/box-459,Box 459,2,www.aa.org,ok
1593,"Box 459 - L'accès aux AA des alcooliques aux ""besoins spéciaux››",https://www.aa.org/sites/default/files/newsletters/fr_box459_oct-nov91.pdf,fr_box459_oct-nov91.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,,3227585,3.1 MB,2021-07-19,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
1594,Box 459 - L'Anonymat : L'humilité à l'æuvre,https://www.aa.org/sites/default/files/newsletters/fr_box459_aug-sept96.pdf,fr_box459_aug-sept96.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,,3559496,3.4 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
1595,Box 459 - L'atmosphere de fete commence a A.A.,https://www.aa.org/sites/default/files/newsletters/fr_box459_holiday68.pdf,fr_box459_holiday68.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,,793388,774.8 KB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
1596,Box 459 - L'enquete A.A. 1974 fait un tres fort de Douzeieme Etape,https://www.aa.org/sites/default/files/newsletters/fr_box459_feb-mar75.pdf,fr_box459_feb-mar75.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,1974,1172695,1.1 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
1597,Box 459 - L'identiffication est l'essence du lien commun qui nous unit,https://www.aa.org/sites/default/files/newsletters/fr_box459_feb-mar97.pdf,fr_box459_feb-mar97.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,,3157857,3.0 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
1598,Box 459 - L'information publique acomplit-elle son oeuvre,https://www.aa.org/sites/default/files/newsletters/fr_box459_feb-mar71.pdf,fr_box459_feb-mar71.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter; Form / Application,,629723,615.0 KB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
1599,Box 459 - La 15e Réunion des Services mondiaux,https://www.aa.org/sites/default/files/newsletters/fr_box459_feb-mar99.pdf,fr_box459_feb-mar99.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,,3076323,2.9 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
1600,Box 459 - La 18ª Reunión de Servicio Mundial,https://www.aa.org/sites/default/files/newsletters/sp_box459_febmar05.pdf,sp_box459_febmar05.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,,175573,171.5 KB,2021-07-16,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
1601,Box 459 - La 26.ª Reunión de Servicio Mundial Virtual,https://www.aa.org/sites/default/files/newsletters/fr_box459_spring21.pdf,fr_box459_spring21.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,,531758,519.3 KB,2021-07-19,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
1602,Box 459 - La 26.ª Reunión de Servicio Mundial Virtual,https://www.aa.org/sites/default/files/newsletters/sp_box459_spring21_0.pdf,sp_box459_spring21_0.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,,524853,512.6 KB,2021-07-19,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
1603,Box 459 - La 27e Conference prend le groupe A.A. comme theme,https://www.aa.org/sites/default/files/newsletters/fr_box459_feb-mar77.pdf,fr_box459_feb-mar77.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Conference; Newsletter,,1584247,1.5 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
1604,Box 459 - La 28e Conférence approuve le project d'un film sur A.A.,https://www.aa.org/sites/default/files/newsletters/fr_box459_june-july78.pdf,fr_box459_june-july78.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,,2098913,2.0 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
1605,"Box 459 - La 29e Conférence donne son approbation au film reportage ""A.A. - An Inside View""",https://www.aa.org/sites/default/files/newsletters/fr_box459_june-july79.pdf,fr_box459_june-july79.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter; Report,,2696317,2.6 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
1606,Box 459 - La 31e Conférence appelée à choisir le site du congrès 1985,https://www.aa.org/sites/default/files/newsletters/fr_box459_april-may81.pdf,fr_box459_april-may81.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,1985,1278013,1.2 MB,2021-07-19,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
1607,Box 459 - La 33e conférence approfondit la douzième tradition,https://www.aa.org/sites/default/files/newsletters/fr_box459_april-may83.pdf,fr_box459_april-may83.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Twelve Traditions; Newsletter,,1817966,1.7 MB,2021-07-19,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
1608,Box 459 - La 34e Conférence - Une occasion de manifester sa reconnaissance,https://www.aa.org/sites/default/files/newsletters/fr_box459_april-may84.pdf,fr_box459_april-may84.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,,1615143,1.5 MB,2021-07-19,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
1609,Box 459 - La 36a Conferencia Destaca la Responsabilidad de A.A.,https://www.aa.org/sites/default/files/newsletters/sp_box459_april-may86.pdf,sp_box459_april-may86.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,,2303762,2.2 MB,2021-07-15,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
1610,Box 459 - La 36e Conférence se penche sur son avenir,https://www.aa.org/sites/default/files/newsletters/fr_box459_june-july86.pdf,fr_box459_june-july86.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,,3839043,3.7 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
1611,"Box 459 - La 37a Conferencia de Servicios Generales - ""La Séptima Tradición - Un Punto Crucial""",https://www.aa.org/sites/default/files/newsletters/sp_box459_june-july87.pdf,sp_box459_june-july87.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,,2357317,2.2 MB,2021-07-19,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
1612,Box 459 - La 38. Conférence des Services généraux - <<Notre but unique - La clé de I'unité>>,https://www.aa.org/sites/default/files/newsletters/fr_box459_june-july88.pdf,fr_box459_june-july88.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,,4025991,3.8 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
1613,"Box 459 - La 38a Conferencia - ""Unicidad de propósito""",https://www.aa.org/sites/default/files/newsletters/sp_box459_april-may88.pdf,sp_box459_april-may88.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,,2112607,2.0 MB,2021-07-15,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
1614,Box 459 - La 38a Conferencia de Servicios Generales,https://www.aa.org/sites/default/files/newsletters/sp_box459_june-july88.pdf,sp_box459_june-july88.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,,2703388,2.6 MB,2021-07-19,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
1615,Box 459 - La 38e Conférence - << un seul but...>>,https://www.aa.org/sites/default/files/newsletters/fr_box459_april-may88.pdf,fr_box459_april-may88.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,,3123613,3.0 MB,2021-07-19,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
1616,Box 459 - La 39a Conferencia de Servicios Generales: El Anonimato - Viviendo Nuestras Tradiciones,https://www.aa.org/sites/default/files/newsletters/sp_box459_june-july89.pdf,sp_box459_june-july89.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,,2294198,2.2 MB,2021-07-19,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
